HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,performance_class
837.1220657276996,55.75150502626608,19.34861568358151,53.56201289460327,27.744453805781298,27.81009552049046,0.066599015016767,0.033142662153653,847.0,45.9606,0.0542628099173553,65.0,2.0094648615734787,798.8,883.0,8.450704225352112,33.33333333333333,658.0,967.0,0
775.012987012987,86.64828860145306,56.72001514895528,72.45491640457857,32.450363433350354,32.50542330354699,0.1118023698356439,0.0418707350420265,782.0,100.8168,0.1289217391304347,135.5,2.6701792964328295,695.0,857.0,11.255411255411255,42.42424242424242,608.0,968.0,0
845.0990566037735,93.4858105615872,28.009066361620857,80.94133903652265,65.36659291407433,65.51378250786567,0.1106211275838853,0.0773478474544334,839.5,71.1648,0.0847704586063132,96.5,1.4301771959336496,778.2,906.8,22.16981132075472,57.07547169811321,675.0,1378.0,0
916.6153846153846,93.79628490011024,59.30311285421279,76.72383929682651,63.53219818474383,63.69079934379239,0.10232894458723,0.0693117301444838,912.0,88.95599999999999,0.0975394736842105,115.0,1.4763582495188057,835.6,989.0,35.8974358974359,66.66666666666666,745.0,1338.0,0
897.455,83.87252815969897,28.584962419688303,80.08736025822174,62.82171471072706,62.970667047287066,0.0934559706722888,0.0699998492523046,893.0,72.64739999999999,0.081352071668533,97.25,1.3350881704821949,833.0,961.8,32.0,74.5,732.0,1218.0,0
902.8383838383838,60.05424063873058,10.361067710429518,59.19981772175557,58.357858030505454,58.50361352960997,0.0665171549125018,0.0646382110853541,901.0,54.856199999999994,0.0608836847946725,73.25,1.0290686235834492,856.8,943.6,28.78787878787879,66.16161616161617,767.0,1181.0,0
899.6381909547739,93.5468323740354,48.11725527826338,81.28837874059103,75.80277439553652,75.98969859237619,0.1039827269613303,0.0842591779202793,881.0,75.6126,0.0858258796821793,97.5,1.2340819068957944,827.0,949.0,32.1608040201005,64.82412060301507,747.0,1312.0,0
974.532608695652,128.7407655842242,87.88850041587312,99.9493976054368,114.72073480646608,115.02724790049896,0.1321051388485966,0.1177187236043463,971.5,134.9166,0.1388745239320638,187.5,1.1222100852248715,856.6,1081.0,38.04347826086957,67.3913043478261,543.0,1466.0,0
972.2119565217392,105.05337528865545,24.62190949073337,100.3413224230157,98.4228082322785,98.69112102232036,0.1080560412613135,0.1012359574185896,945.0,97.1103,0.1027622222222222,137.0,1.0673681962084314,881.6,1047.8,50.54347826086957,75.54347826086956,811.0,1332.0,0
638.3857142857142,37.063751280546,4.968579608421466,36.630772312049785,15.770645568547456,15.768545204601956,0.0580585537099877,0.0247039449906756,636.0,28.1694,0.0442915094339622,38.0,2.350173372386539,614.8,664.0,1.4285714285714286,15.714285714285714,556.0,873.0,1
632.6395759717315,43.35222869879813,23.07965274033754,38.6370751899743,14.600349748069648,14.626166171692311,0.0685259511819337,0.0230784641091154,634.0,38.5476,0.0608006309148264,52.5,2.9692596031495646,598.4,668.0,1.060070671378092,13.427561837455832,540.0,748.0,1
641.8351254480286,36.246379912052056,11.52879064842981,33.46118783684278,16.429377968494567,16.456544939163297,0.0564730387523595,0.0255975052113674,636.0,31.1346,0.0489537735849056,39.5,2.206193075693987,615.0,665.0,1.4336917562724014,13.261648745519713,575.0,772.0,1
632.4770318021201,40.73824943520627,4.805003006182654,40.05437578014577,16.61388806377799,16.642817291738005,0.0644106384687686,0.026267970579801,628.0,32.6172,0.0519382165605095,44.5,2.452059943994977,603.0,661.0,1.76678445229682,10.60070671378092,562.0,808.0,1
612.0787671232877,34.53466749450313,12.9514759454622,31.967425528852967,14.134600863864392,14.157542142830096,0.0564219334985475,0.0230927809018693,608.5,31.8759,0.0523843878389482,43.0,2.4432715028262475,584.0,635.0,1.36986301369863,9.58904109589041,550.0,794.0,1
622.4773519163763,36.76287666458437,10.819539589637053,34.482749369459185,14.157950149917625,14.182003937265144,0.0590589786944137,0.0227445225217119,621.0,32.6172,0.0525236714975845,43.0,2.596624248235418,593.0,648.0,1.0452961672473868,9.75609756097561,547.0,745.0,1
632.2650176678445,40.872710367039694,12.825890265345002,39.72442523069259,15.21069519209922,15.237169550402912,0.0646449024141833,0.0240574676236319,631.0,31.1346,0.0493416798732171,41.5,2.6871033737018086,600.4,659.0,1.060070671378092,13.074204946996469,549.0,765.0,1
