HRV_MeanNN,HRV_pNN50,HRV_LF,HRV_HF,HRV_LFHF,HRV_pNN20,HRV_VLF,HRV_maxNN,HRV_minNN,HRV_prc80NN,HRV_madNN,EDA_Tonic,SCR_Amplitude,SCR_Onsets,SCR_Phasic,HRV_pNN50_norm,HRV_LF_norm,HRV_HF_norm,HRV_pNN20_norm,HRV_VLF_norm,HRV_minNN_norm,EDA_Tonic_norm,SCR_Amplitude_norm,SCR_Onsets_norm,SCR_Phasic_norm,performance_class
-0.16560260570159047,-0.6399628870846241,0.8676638682902063,-0.4385083663698378,0.015089976038809638,-0.26632762409777566,0.9008510852864824,-0.1446274755965033,0.2864585142272102,-0.125828433887268,-0.31698239997685757,3.074451083844736,-0.9188149876754765,7.088946242723199,0.02719048852158511,-0.42876789376486446,0.6449382482549819,-0.031007546447339805,-0.3880767670604891,0.4569358705176962,0.4610128831402522,-0.08028873383199257,0.21925437432990819,4.659475867816971,-0.034013064141642894,0
-0.15260827703097668,-0.5790259348225494,0.08451548026341832,-0.5647564976137329,0.020274883551344314,-0.33356135784683805,1.1446265442442936,-0.13942744030372434,-0.08864630183894934,-0.11222777663331084,-0.19813252396870437,3.074435142308282,-0.9182891108857401,7.179615945144168,0.028117282768174576,-0.3522364245540209,-0.024996969499674844,-0.15211322511416736,-0.49528461926134515,0.656799874493079,0.1130887327160207,-0.08031299392950707,0.21989413629519766,4.7822031886305725,-0.033273728630650055,0
-0.1320634730469682,-0.5141262140833324,-0.282233573432592,-0.6283276351649076,0.03132373878842817,-0.28032513290320776,1.3172121270187132,-0.13679609714352295,0.19068707182733968,-0.09038429680119772,-0.09909096062857668,3.0744271628594904,-0.9185416392954502,6.862271986670774,0.028284243152215564,-0.2707280655835155,-0.3387281996286206,-0.213094925840356,-0.41039655761077776,0.798297487703152,0.37218118515959736,-0.08032513718849138,0.21958691970979072,4.352657565782965,-0.033140538614306346,0
-0.0976151657148339,-0.09863719769475997,-1.307356691943602,-0.7724496138858524,0.01765550460540319,-0.16155114116725622,-1.5219196870087413,0.09645367870004344,-1.8045513115032963,-0.07513507503160939,0.21784204205983188,3.0744188722104946,-0.9233026056376069,1.340487109233714,0.024757575427333155,0.2510897097530398,-1.2156578979139925,-0.3513463983321481,-0.22100495548945162,-1.5294193981201212,-1.4784791894373788,-0.08033775403716796,0.21379490674557103,-3.1214362717654085,-0.035953882238387865,0
-0.038295602546135246,-0.1939371143529551,0.35489028007054174,-0.15953968796500786,-0.09123102208396625,0.48851936599295254,0.738528104017851,-0.12971653102202874,1.1563824493593675,-0.03254715837780403,-0.27736577464080653,-0.2670390932087642,-0.607404192191683,-0.300634504585839,-0.24845780448017626,-2.713671929593706,1.038666429273877,0.06887460391621902,-1.1888574799648433,1.7376381828014973,2.096996654283979,0.858545579825155,0.31559099478728087,-0.10234417975079445,-0.28106098655460715,0
0.007621195694777191,-0.01693018500701995,-1.1263956598235345,-0.6422372220901016,-0.12223808042615703,0.4967216527936457,-1.2188877946644479,-0.13065629643638638,1.1563824493593675,0.005232445105410404,-0.15851589863265328,-0.82024402273839,-0.9061624288411123,-0.38223723676471183,0.023148178883169446,-2.4913667459494078,-0.22848247107718306,-0.3941612595460824,-1.1757784866975685,0.13281306780326368,2.096996654283979,0.01666904089708152,-0.04786706298529938,-0.21279876848303644,-0.06439159176972958,0
0.06517985415227512,0.6374191375589334,-1.010094896164722,-0.6051170528320969,-0.11337677231703368,0.9877421630396327,0.4236235108810145,-0.1110465247901236,-1.317713145970621,0.06485552842073788,0.09899216605167867,-1.12820883786755,-0.9129545445233771,-0.32783541531212995,0.03388170477844427,-1.6695613688488564,-0.12899432985389508,-0.3585531024515967,-0.39281952614787463,1.4794575885627,-0.1978222102162713,-0.45199697929368154,-0.056130096003998924,-0.1391623759948751,-0.055829090565454036,0
0.2300938601854526,2.118278860631811,-1.1424705409066336,-0.5178157888746197,-0.14630778956222792,1.6401546929762914,-1.2932448494014879,-0.1110465247901236,-1.317713145970621,0.2113030095593073,0.594199982752317,-1.187486326059811,-0.9153514725809047,-0.3369023855542269,0.02486228344516438,0.19026860450648686,-0.24223354191310204,-0.2748078721985058,0.6474878044622051,0.07185000471604176,-0.1978222102162713,-0.5422064548999138,-0.059046108717756667,-0.1514351080762353,-0.06302419185664071,0
-0.08614040624758852,1.0836638499195435,1.5216421636129873,2.3380861094865963,-0.14312524480075758,1.0028957715407794,-0.2781845907046261,-0.1361069358396607,0.6775252373600149,-0.03392096214083001,0.5149667320802149,0.5444456871900123,0.5532878047452496,0.03484339437174923,0.10597464630352219,0.7873980488827252,0.6020897648553907,1.9801922922999244,0.668924424379785,-0.370759504139878,0.4610128831402522,1.6644441444645464,1.3199915750276325,0.3762923714222541,0.12144675520766401,0
-0.09217335269639629,0.9215831693902065,0.9483721789065327,-0.1898657556325037,-0.05874981684392474,0.8719785308833323,-0.8884751383099264,-0.13403945192807387,0.5019442596269189,-0.024029575047042895,0.554583357416266,0.7356346630813226,0.9549409421501404,0.10737915630852507,-0.4379446567052249,0.5838389250483756,0.11169259631344294,-0.4447887608521385,0.4601697501364672,-0.8711179608696584,0.2981547701757183,1.9553987341885326,1.80862770722822,0.4744742280731359,-0.31245630073874603,0
